RowID;Date/Time;Cogeneration (kWh);Wind (kWh);Photovoltaics (kWh);Hydro (kWh);Other Technologies (kWh);Distribution Network (kWh);temperature_2m (°C);relative_humidity_2m (%);precipitation (mm);rain (mm);snowfall (cm);cloud_cover (%);Wind_Direction_10m;wind_speed_10m (km/h);Wind_Direction_100m;wind_speed_100m (km/h);direct_radiation (W/m²);shortwave_radiation (W/m²);diffuse_radiation (W/m²);direct_normal_irradiance (W/m²);terrestrial_radiation (W/m²);Productions
128;2024-09-26 20:00:00;81245.9375;562617.75;0.0;14431.4375;27455.71275000001;685750.83775;;95.0;;;0.0;32.0;Southwest;5.9;Southwest;15.5;0.0;0.0;0.0;;0.0;Low Production
129;2024-08-31 23:00:00;67957.1875;311541.3125;0.0;1837.5625;54873.82775000001;436209.89025;17.1;96.0;;;0.0;27.0;Northwest;5.2;Northwest;8.9;0.0;0.0;0.0;0.0;0.0;High Production
130;2024-04-04 19:00:00;39392.1875;754336.3125;12.0625;;87336.0;;13.9;77.0;;;0.0;100.0;Southwest;;Southwest;25.0;2.0;28.0;26.0;15.3;124.9;Medium-High Production
131;2024-05-22 09:00:00;62469.5;146194.3125;21433.4375;26640.5625;108892.61944075;365630.43194075;13.9;85.0;0.1;0.1;0.0;97.0;Northeast;8.2;Northeast;10.8;237.0;403.0;166.0;408.2;775.1;High Production
132;2025-11-32 12:00:00;63038.375;281423.875;32716.5625;16834.5625;115193.1875;509206.5625;20.1;70.0;0.3;0.3;0.0;90.0;South;21.3;South;28.9;208.0;518.0;310.0;225.8;1220.7;High Production
133;2024-03-06 02:00:00;26320.375;47517.5625;0.0625;50380.3125;81736.625;205954.9375;5.1;94.0;;;0.0;100.0;South;6.8;South;11.7;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
134;2024-02-07 07:00:00;33914.1875;372018.1875;nan;34163.1875;87554.13849999999;527650.826;11.9;94.0;0.4;0.4;0.0;100.0;Southwest;13.0;Southwest;;0.0;0.0;0.0;0.0;0.0;High Production
135;2024-10-09 21:00:00;60736.125;421225.25;0.0;34052.1875;42933.2695;558946.8319999999;;96.0;;;0.0;21.0;Northeast;5.0;Northeast;6.8;0.0;0.0;0.0;0.0;0.0;Low Production
136;2024-04-07 20:00:00;19544.875;329587.0;0.0;53706.125;86178.375;489016.375;12.3;91.0;;;0.0;;Southeast;7.4;Southeast;16.6;0.0;0.0;0.0;0.0;0.0;High Production
137;2024-05-02 11:00:00;nan;348035.4375;26269.25;32832.0;126775.51682624998;597406.57932625;12.8;71.0;0.2;0.2;0.0;96.0;;13.7;Southwest;18.0;211.0;492.0;281.0;263.8;1077.5;Low Production
138;2024-07-24 21:00:00;58825.375;317299.6875;nan;5584.5;71832.6935;453542.256;27.1;69.0;;;0.0;;North;6.1;Northeast;14.9;0.0;0.0;0.0;0.0;0.0;High Production
139;2024-02-02 21:00:00;38214.25;534609.125;0.25;44946.1875;;706794.8867500001;10.2;80.0;;;0.0;62.0;Northwest;10.5;Northwest;27.0;0.0;0.0;0.0;0.0;0.0;Low Production
140;2024-11-28 18:00:00;74561.1875;859618.25;0.0;24630.375;46701.68624999997;;14.6;59.0;;;0.0;32.0;North;14.1;North;29.7;0.0;0.0;0.0;0.0;0.0;Medium-High Production
141;2024-10-14 12:00:00;69311.5;195374.1875;24776.8125;29472.0625;62580.463;381515.0255;23.7;60.0;;;0.0;97.0;South;;South;12.5;465.0;600.0;135.0;;858.4;High Production
142;2024-06-25 09:00:00;60619.6875;121021.0;18397.5625;11064.5;99135.25;310238.0;17.2;88.0;0.1;0.1;0.0;100.0;North;9.6;North;11.8;;157.0;146.0;18.7;779.4;Medium-Low Production
143;2024-12-26 04:00:00;56306.6875;220912.875;0.0;7230.625;;329328.62675;6.5;85.0;;;0.0;0.0;East;8.1;Southeast;19.0;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
144;2024-04-20 06:00:00;40216.8125;251496.3125;425.9375;31283.1875;83645.75;407068.0;;88.0;;;0.0;100.0;Northwest;5.2;Northwest;13.0;;1.0;1.0;0.0;10.9;High Production
145;2024-08-31 06:00:00;41935.9375;136864.5625;145.125;2323.9375;86009.3665;267278.929;16.9;95.0;;;0.0;94.0;Northwest;1.5;Northwest;1.8;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
146;2024-03-18 04:00:00;21113.5;104728.625;nan;52607.8125;82874.5625;261324.5625;9.8;97.0;;;0.0;98.0;Southeast;4.0;Southeast;8.7;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
147;2024-04-20 21:00:00;41268.8125;136356.1875;0.125;38442.8125;87252.0;;15.9;83.0;;;0.0;0.0;Northwest;;Northwest;16.7;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
148;2024-05-05 18:00:00;38193.375;596690.125;3276.4375;41983.375;92473.7412945;;15.1;81.0;0.1;0.1;0.0;53.0;West;11.7;;15.9;29.0;155.0;126.0;77.3;504.6;Medium-High Production
149;2024-07-31 09:00:00;57629.0;14903.375;21559.25;9220.0625;101351.30825;;21.5;79.0;;;0.0;62.0;West;3.6;West;4.4;179.0;321.0;142.0;335.6;708.0;Medium-Low Production
150;2024-06-08 10:00:00;46611.5;53646.625;14872.5625;18094.9375;119346.8125;252572.4375;19.3;83.0;0.2;0.2;0.0;100.0;Southeast;13.0;Southeast;16.8;76.0;;216.0;103.0;980.0;Medium-Low Production
151;2024-10-04 00:00:00;58845.75;97316.0625;nan;3352.25;;;17.0;100.0;;;0.0;100.0;Northwest;5.1;Northwest;5.6;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
152;2024-03-03 08:00:00;19909.25;543414.425;8944.0;48243.5625;89853.875;710365.1125;5.9;90.0;0.1;0.1;0.0;48.0;East;3.6;East;;8.0;24.0;16.0;68.2;103.3;Low Production
153;2024-04-23 23:00:00;47636.125;;0.125;25276.6875;;449572.0;11.4;69.0;;;0.0;0.0;West;8.9;Northwest;20.2;0.0;0.0;0.0;0.0;0.0;High Production
154;2024-08-15 02:00:00;39689.0;462868.25;nan;2616.125;80653.1465;585826.5215;16.6;73.0;;;0.0;0.0;Northwest;5.6;Northwest;11.1;0.0;0.0;nan;0.0;0.0;Low Production
155;2024-11-22 19:00:00;77622.9375;158475.9375;0.0;24201.0;38267.25475000001;298567.12975;12.6;82.0;;;0.0;100.0;West;3.7;West;10.7;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
156;2024-10-01 13:00:00;81466.0;276052.9375;27297.3125;7613.875;;460113.01175;20.1;91.0;0.9;0.9;;90.0;South;16.8;;22.7;;290.0;nan;106.4;962.1;High Production
157;2024-08-17 17:00:00;39068.625;645211.3125;14168.625;3274.6875;96112.69725;797835.94725;27.2;63.0;;;0.0;0.0;Northwest;21.7;Northwest;29.3;355.0;;102.0;664.2;713.4;Medium-High Production
158;2024-10-24 18:00:00;nan;450080.0625;0.0;28339.875;42526.73475;594084.0472500001;16.4;96.0;1.6;;0.0;100.0;East;15.4;East;24.9;0.0;;4.0;;63.3;Low Production
159;2024-05-30 02:00:00;43054.25;323495.5;0.0;;95416.0865;475388.2115;16.8;85.0;;;0.0;;Southeast;;;14.7;0.0;0.0;0.0;0.0;0.0;Medium-High Production
160;2024-08-04 20:00:00;39588.4375;348047.5625;0.0625;9452.0;78908.29924999998;475996.36175;24.8;68.0;;;0.0;0.0;;7.2;West;17.9;11.0;23.0;12.0;108.7;76.0;High Production
161;2024-03-22 23:00:00;37167.0;565767.8125;0.25;47634.6875;80217.1875;730786.9375;14.9;81.0;;;0.0;97.0;Northwest;7.4;Northwest;18.8;0.0;0.0;0.0;0.0;0.0;Low Production
162;2024-01-05 18:00:00;22903.5;685831.6875;0.25;43757.1875;86725.8125;839218.4375;;91.0;;;0.0;20.0;Southwest;;Southwest;16.1;0.0;1.0;1.0;0.0;14.5;Medium-High Production
163;2024-10-25 03:00:00;61815.8125;597616.1875;0.0;14477.9375;43857.7905;717767.728;10.2;90.0;0.1;0.1;0.0;;Northeast;7.1;East;;0.0;0.0;0.0;0.0;0.0;Low Production
164;2024-09-29 05:00:00;63833.3125;132025.9375;0.0;2606.5625;34064.1175;232529.93;9.8;83.0;;;0.0;9.0;Northeast;4.7;Northeast;6.4;0.0;0.0;0.0;0.0;;Medium-Low Production
165;2024-09-07 22:00:00;79451.875;185060.6875;0.0;1734.0625;;309264.84025;13.4;87.0;;;0.0;1.0;Northwest;2.7;Northwest;5.1;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
166;2024-09-18 15:00:00;84081.25;125663.5;28044.1875;2672.5;57267.29099999998;297728.7285;29.0;28.0;;;0.0;0.0;Southeast;2.5;;3.7;562.0;651.0;nan;851.4;894.7;Medium-Low Production
167;2024-01-02 10:00:00;12889.125;924918.1875;10372.0;33463.75;98917.6875;1080560.75;;91.0;;;0.0;100.0;Southeast;23.9;Southeast;38.0;;36.0;36.0;0.0;300.0;Medium Production
168;2024-08-17 14:00:00;39945.75;410768.6875;nan;;117081.62025;603745.05775;30.6;48.0;;;0.0;0.0;Northwest;18.4;Northwest;24.0;;829.0;107.0;840.7;1146.3;Low Production
169;2024-07-22 09:00:00;60769.1875;378576.25;29963.9375;7166.4375;96795.494;573271.3065;;48.0;;;0.0;0.0;Northwest;11.3;Northwest;17.0;426.0;510.0;84.0;772.6;730.5;Low Production
170;2024-07-16 11:00:00;61412.0;56329.1875;37788.0;6506.75;111551.118;273587.0555;21.1;61.0;;;0.0;1.0;Northwest;4.3;Northwest;5.0;407.0;;275.0;491.9;1095.4;Medium-Low Production
171;2024-05-02 20:00:00;nan;431194.25;0.25;34438.75;95907.90675000002;621323.0942500001;10.1;88.0;0.5;0.5;0.0;99.0;Southwest;;Southwest;16.4;1.0;5.0;4.0;12.5;48.7;Low Production
172;2024-10-14 09:00:00;68154.5;185375.875;nan;26181.4375;;351812.73475;19.0;86.0;;;0.0;98.0;;8.9;South;18.7;166.0;242.0;76.0;551.1;414.3;Medium-High Production
173;2024-02-22 22:00:00;38927.0;966879.6875;nan;42240.625;87047.06625000003;1135094.62875;7.2;82.0;0.5;0.5;0.0;;Northwest;11.1;Northwest;22.8;0.0;0.0;nan;0.0;;Medium Production
174;2024-01-04 12:00:00;23832.0;268436.875;11371.25;40516.6875;104491.5625;;12.8;83.0;1.1;1.1;0.0;75.0;Southeast;;South;18.4;6.0;;140.0;14.9;568.9;Alto
175;2024-11-11 19:00:00;61828.25;654154.875;nan;19941.125;47274.41649999999;783198.6665;13.6;86.0;;;;0.0;South;6.6;South;15.5;0.0;;0.0;0.0;0.0;Medium-High Production
176;2024-11-02 05:00:00;59060.25;333382.875;0.0;13781.6875;45649.56074999999;451874.37325;11.4;90.0;;;0.0;30.0;Southeast;5.9;South;15.2;0.0;0.0;0.0;0.0;0.0;High Production
177;2024-09-28 10:00:00;71891.3125;259091.375;39916.25;;61546.0815;438823.7065;16.8;61.0;;;0.0;0.0;Northeast;8.5;Northeast;11.8;412.0;495.0;83.0;801.2;700.9;High Production
178;2024-12-21 20:00:00;71265.0625;;0.0;17453.375;47283.90974999996;602083.15975;8.2;92.0;;;0.0;2.0;Northwest;4.8;Northwest;13.4;0.0;0.0;0.0;0.0;0.0;Low Production
179;2024-01-18 22:00:00;20610.125;158990.4375;0.3125;;88828.0;316810.0;9.9;94.0;0.1;0.1;0.0;100.0;North;;East;8.1;0.0;;0.0;;0.0;Medium-Low Production
180;2024-05-13 09:00:00;51752.625;276313.3125;16550.75;27060.25;116916.1471755;488593.0846755;;89.0;0.3;;;100.0;Northwest;15.8;Northwest;21.6;0.0;89.0;nan;0.0;756.5;High Production
181;2024-04-01 11:00:00;31635.125;817218.9375;24679.25;52103.875;111580.75;1037217.9375;11.7;74.0;0.6;;;87.0;Southwest;13.2;Southwest;;204.0;407.0;203.0;296.6;942.5;Medium Production
182;2024-07-18 22:00:00;59779.125;198542.3125;0.25;4481.1875;78705.81275000001;341508.68775000004;;83.0;;;0.0;0.0;Northwest;2.9;Northwest;2.2;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
183;2024-05-11 10:00:00;nan;129139.375;31502.875;;130049.40140175;357965.40140175;19.8;81.0;;;0.0;;Northwest;3.3;Northwest;4.0;568.0;682.0;nan;803.1;948.6;High Production
184;2024-06-15 17:00:00;42300.25;556390.75;16621.8125;15895.625;93883.5625;725092.0;18.0;60.0;;;0.0;29.0;;17.0;Southeast;22.3;375.0;520.0;nan;608.0;817.6;High Production
185;2024-05-02 10:00:00;62150.875;271857.25;21875.25;33194.1875;122480.262846;511557.825346;11.8;76.0;;0.1;0.0;100.0;;13.5;South;;261.0;446.0;185.0;381.0;922.8;High Production
186;2024-01-10 02:00:00;7395.75;;0.0;41336.75;75108.625;319625.0625;;94.0;0.2;0.2;0.0;92.0;Southwest;4.0;Southwest;6.7;0.0;;0.0;0.0;0.0;MedLow
187;2024-04-28 14:00:00;38833.1875;251746.875;26478.75;;122449.5625;468267.75;14.5;55.0;;;0.0;38.0;Southeast;14.7;Southeast;18.4;326.0;636.0;310.0;377.1;;Medium-High Production
188;2024-07-11 10:00:00;nan;185948.0625;31176.0;5688.8125;105179.60425;389905.60425;20.0;87.0;0.1;0.1;0.0;100.0;Northwest;7.2;Northwest;9.5;0.0;224.0;224.0;0.0;949.6;High Production
189;2024-04-16 17:00:00;nan;217981.3125;12661.75;42560.25;91623.5;421092.1875;23.0;57.0;;;0.0;0.0;West;14.8;West;20.8;380.0;463.0;83.0;764.8;675.0;High Production
190;2024-01-19 19:00:00;nan;;0.25;49484.9375;88191.4375;587153.3125;10.1;80.0;;;;0.0;South;4.7;South;3.6;0.0;0.0;0.0;0.0;0.0;Low Production
191;2024-05-23 11:00:00;62586.75;119677.6875;36049.3125;29863.1875;124854.40097625;373031.33847625;17.8;62.0;;;;5.0;South;5.9;;7.2;751.0;862.0;111.0;895.7;1118.8;High Production
192;2024-03-26 18:00:00;43597.1875;1098044.0625;1531.375;50079.3125;75157.1875;;10.5;76.0;;;0.0;36.0;North;27.7;North;;97.0;168.0;71.0;385.3;346.1;Medium Production
193;2024-07-25 16:00:00;60271.0;449845.6875;28524.4375;4535.0625;92495.6365;;31.0;51.0;;;0.0;0.0;Northwest;;Northwest;17.0;621.0;717.0;96.0;839.0;981.3;Low Production
194;2024-05-08 11:00:00;52289.0625;270278.875;nan;32372.9375;117826.87420075;506898.12420075;21.4;51.0;;;0.0;0.0;West;17.6;;24.1;731.0;837.0;106.0;897.9;1093.4;High Production
195;2024-12-07 18:00:00;61056.5625;994287.75;0.0;20262.3125;42975.20175000001;1118581.82675;10.6;59.0;;;0.0;4.0;South;14.8;South;28.5;0.0;0.0;0.0;0.0;0.0;Medium Production
196;2024-04-07 06:00:00;19095.1875;91479.5;114.25;52336.625;83502.25;246527.8125;10.2;97.0;;;0.0;11.0;East;5.6;East;8.7;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
197;2024-03-19 15:00:00;43754.375;72023.375;24195.6875;;;;18.2;76.0;;;0.0;100.0;South;10.5;South;13.1;179.0;486.0;307.0;;913.6;Medium-Low Production
198;2024-10-19 13:00:00;59085.125;451361.25;18451.0;29804.4375;60261.50424999997;618963.31675;17.2;94.0;0.3;;0.0;100.0;West;13.8;West;23.5;0.0;;63.0;;849.3;Low Production
199;2024-06-19 00:00:00;45836.4375;42616.875;0.25;6247.25;95467.1875;190168.0;11.9;93.0;;;0.0;70.0;West;4.7;West;5.0;0.0;;0.0;0.0;0.0;Medium-Low Production
200;2024-05-05 07:00:00;39605.0;647491.8125;3289.5;26682.625;102417.88761225002;819486.82511225;14.1;96.0;2.4;2.4;0.0;100.0;Northwest;;Northwest;40.9;0.0;8.0;8.0;0.0;250.3;Medium-High Production
201;2024-07-15 10:00:00;58874.3125;272972.5;26888.125;7599.25;99730.3355;466064.523;19.8;73.0;;;0.0;50.0;Northwest;15.1;Northwest;20.3;307.0;506.0;nan;431.0;;High Production
202;2024-12-23 10:00:00;nan;708280.0;25358.125;11449.0625;67491.369;;9.4;82.0;;;0.0;4.0;Northwest;10.0;Northwest;20.2;123.0;175.0;52.0;572.1;304.0;Medium-High Production
203;2024-07-28 15:00:00;39705.6875;92986.3125;33252.6875;4863.625;108998.03625;279806.34875;31.2;52.0;;;0.0;25.0;Southeast;13.7;Southeast;;525.0;702.0;177.0;624.6;1115.1;Medium-Low Production
204;2024-01-27 11:00:00;9786.75;351281.625;25251.9375;47933.3125;99094.125;533347.75;15.4;67.0;;;0.0;100.0;West;8.4;West;23.7;155.0;;144.0;412.1;530.6;Low Production
205;2024-08-07 16:00:00;54886.1875;239388.875;24381.875;6480.125;;427678.1855;31.4;47.0;;;0.0;0.0;Southwest;13.7;Southwest;17.1;584.0;678.0;94.0;820.4;946.9;Medium-High Production
206;2024-01-18 17:00:00;22572.375;33309.25;50.5;49362.8125;89420.0625;194715.0;11.4;91.0;0.5;0.5;0.0;100.0;;1.6;Southeast;4.2;2.0;36.0;34.0;13.1;216.4;Medium-Low Production
207;2024-07-26 14:00:00;58938.6875;347144.6875;39584.625;5664.5;103190.62374999998;554523.12375;31.1;44.0;;;0.0;100.0;West;15.8;West;20.5;760.0;882.0;122.0;;1202.4;Low Production
208;2024-06-16 08:00:00;41609.375;309481.25;16158.9375;8499.5;103005.4375;478754.5;15.9;81.0;;;0.0;100.0;South;10.2;South;13.7;25.0;125.0;100.0;58.5;565.9;High Production
209;2024-08-25 10:00:00;39346.9375;234638.1875;32217.875;3326.4375;116679.95775000002;426209.39525;24.0;47.0;;;0.0;0.0;Northwest;8.4;Northwest;;501.0;597.0;96.0;799.0;839.7;High Production
210;2024-12-26 15:00:00;60797.0;31186.125;17749.25;;59303.046;187089.171;16.7;62.0;;;;0.0;East;0.7;East;1.0;257.0;317.0;60.0;760.1;478.2;Medium-Low Production
211;2024-01-14 13:00:00;5131.5625;416771.5625;11173.1875;;;579872.3125;13.9;91.0;;1.3;0.0;100.0;East;;East;12.1;8.0;111.0;103.0;17.7;640.8;Low Production
212;2024-02-16 10:00:00;39880.8125;75415.6875;12292.25;49772.9375;96615.05425;273976.74175;12.4;89.0;;;0.0;56.0;South;3.6;South;4.1;16.0;152.0;136.0;48.2;465.0;Medium-Low Production
213;2024-08-02 02:00:00;42267.0;563998.3125;0.125;3335.9375;72477.36074999999;682078.73575;16.5;;;;0.0;7.0;Northwest;;Northwest;6.5;0.0;0.0;0.0;0.0;0.0;Low Production
214;2024-07-02 13:00:00;58982.1875;58395.625;nan;11600.375;109444.28475;274756.15975;29.8;41.0;;;0.0;0.0;South;3.7;South;4.6;831.0;942.0;111.0;878.7;1251.2;Medium-Low Production
215;2024-12-31 21:00:00;68017.125;264112.125;0.0;12457.25;46186.23275;390772.73275;3.8;80.0;;;0.0;0.0;;10.4;;22.1;0.0;0.0;0.0;0.0;0.0;High Production
216;2024-06-16 22:00:00;40823.5625;435208.3125;0.0;8232.0;89958.75;574222.625;;93.0;0.3;0.3;0.0;99.0;;9.5;West;14.1;0.0;;0.0;0.0;0.0;Low Production
217;2024-06-01 23:00:00;38499.0625;766352.5625;0.25;;98866.5625;912524.1875;20.2;37.0;;;0.0;0.0;Northwest;15.1;Northwest;32.7;0.0;0.0;0.0;0.0;0.0;Medium-High Production
218;2024-04-22 02:00:00;39272.375;488160.0;0.0;27543.5625;84823.4375;639799.375;15.0;51.0;;;0.0;0.0;;15.3;North;32.5;0.0;0.0;nan;0.0;0.0;Low Production
219;2024-10-10 08:00:00;60279.9375;28217.4375;10379.1875;30901.6875;42173.4735;171951.7235;13.3;94.0;;;0.0;21.0;Northeast;5.3;;8.7;33.0;75.0;42.0;214.5;194.4;Medium-Low Production
220;2024-08-03 17:00:00;39484.6875;265306.0625;15336.8125;6232.125;98463.122;424822.8095;30.5;44.0;;;0.0;0.0;South;15.0;South;20.0;;530.0;89.0;761.3;769.6;High Production
221;2024-08-26 12:00:00;48798.4375;19036.0;33755.75;3771.875;113556.76925;218918.83175;;36.0;;;0.0;98.0;Northwest;3.3;Northwest;3.6;471.0;;260.0;573.0;1101.3;Medium-Low Production
222;2024-09-13 06:00:00;91087.3125;;nan;1444.9375;45423.514000000025;973131.389;;75.0;;;0.0;;Northwest;10.6;North;25.2;0.0;0.0;0.0;0.0;0.0;Medium-High Production
223;2024-03-05 04:00:00;23794.375;300659.725;0.0625;47383.625;82648.4375;454486.225;6.1;90.0;;;0.0;64.0;South;4.2;;1.3;0.0;0.0;0.0;0.0;0.0;Medium-High Production
224;2024-10-22 13:00:00;72374.5;192349.375;32271.9375;27498.5;66954.02725000001;391448.33975;22.2;57.0;;;0.0;0.0;West;13.4;West;18.6;513.0;598.0;85.0;853.5;830.5;High Production
225;2024-10-14 16:00:00;70161.5;92505.9375;9323.625;28441.625;49429.4615;249862.149;23.7;61.0;;;0.0;60.0;South;2.6;;;162.0;288.0;126.0;405.3;549.9;Medium Production
226;2024-11-15 04:00:00;54287.125;571720.9375;0.0;11311.3125;41015.329749999975;678334.70475;13.9;79.0;;;;99.0;Southwest;11.2;Southwest;24.4;0.0;0.0;0.0;0.0;0.0;Low Production
227;2024-10-01 23:00:00;70369.8125;371385.375;0.0;;42071.35400000001;486058.729;18.3;100.0;0.3;0.3;0.0;100.0;West;9.3;Northwest;;0.0;;0.0;0.0;0.0;High Production
228;2024-11-10 18:00:00;57208.0;;0.0;19572.9375;44909.69750000001;506964.26;16.4;94.0;;;0.0;100.0;South;6.7;;16.7;0.0;2.0;2.0;0.0;17.5;High Production
229;2024-09-01 06:00:00;78253.8125;212812.5;225.0;2499.8125;47473.10475;341264.22975;17.5;92.0;;;0.0;100.0;North;3.5;North;4.0;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
230;2024-05-25 12:00:00;46554.875;190497.375;38667.875;25273.3125;129237.2362645;430230.6737645;19.2;65.0;;;0.0;100.0;;8.0;Northwest;;441.0;759.0;318.0;484.2;1214.4;High Production
231;2024-10-07 01:00:00;57445.875;424448.5625;0.5;15497.4375;41537.40224999999;538929.77725;16.2;97.0;0.1;0.1;;96.0;Northwest;9.5;Northwest;;;0.0;0.0;0.0;;Low Production
232;2024-12-15 14:00:00;70149.6875;382761.0;22312.5625;17757.625;66904.19650000002;559885.0715000001;13.5;49.0;;;0.0;100.0;Northeast;12.1;Northeast;17.8;270.0;374.0;104.0;675.8;564.1;Low Production
233;2024-10-10 18:00:00;59951.1875;30617.625;40.875;;;165071.0845;15.7;83.0;;;0.0;86.0;;5.3;North;6.2;13.0;41.0;28.0;104.9;111.0;Medium-Low Production
234;2024-09-08 03:00:00;75617.4375;268740.4375;0.0;2148.625;41815.10524999999;388321.60525;10.1;96.0;;;0.0;0.0;Northwest;5.4;Northwest;4.2;0.0;0.0;nan;0.0;0.0;High Production
235;2024-01-25 20:00:00;19151.125;42409.375;0.25;48885.75;84995.75;195442.25;10.5;93.0;;;0.0;100.0;Northwest;6.2;Northwest;7.9;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
236;2024-07-09 14:00:00;62264.25;311544.75;28750.4375;5920.6875;97015.79075;505495.91575;20.6;;0.3;0.3;0.0;100.0;West;18.1;West;25.7;104.0;411.0;307.0;112.4;1224.0;High Production
237;2024-04-26 16:00:00;53871.5;581114.875;11606.9375;28225.5;113478.0625;;11.9;85.0;2.6;2.6;0.0;99.0;Northeast;18.7;;27.0;78.0;342.0;264.0;115.7;910.8;Medium-High Production
238;2024-04-18 09:00:00;58676.875;556914.125;22783.125;42881.9375;103733.75;784989.8125;;54.0;;;0.0;48.0;;15.7;Northwest;22.6;366.0;457.0;91.0;754.0;;Medium-High Production
239;2024-06-18 13:00:00;60593.0;185749.5625;28870.875;18334.8125;116315.75;409864.0;;63.0;;0.1;0.0;31.0;South;11.6;;14.9;480.0;699.0;219.0;506.1;1256.5;High Production
240;2024-07-04 16:00:00;58539.3125;32845.8125;24667.3125;9575.5625;;214812.217;;31.0;;;0.0;0.0;Northwest;4.8;Northwest;6.8;;732.0;96.0;836.1;;Medium-Low Production
241;2024-06-02 05:00:00;39562.4375;917168.5625;93.75;10195.875;96932.25;1063952.875;16.1;48.0;;;0.0;0.0;Northwest;;Northwest;41.8;0.0;0.0;0.0;0.0;0.0;Medium Production
242;2024-02-01 04:00:00;24154.5;419544.9375;0.0;35687.25;82236.35249999998;561623.04;6.6;92.0;;;0.0;43.0;Northwest;6.1;North;11.9;0.0;0.0;0.0;0.0;0.0;Low Production
243;2024-04-27 00:00:00;41866.375;555394.0;0.0;27447.1875;98308.5625;723016.125;8.5;94.0;1.4;1.4;0.0;100.0;Northeast;8.9;East;16.6;;;0.0;;;Low Production
244;2024-11-23 00:00:00;71020.0;454757.6875;nan;13768.5;38857.73225;578403.91975;13.4;94.0;;0.1;0.0;98.0;West;11.9;West;23.0;0.0;0.0;nan;0.0;0.0;Low Production
245;2024-11-15 11:00:00;nan;683116.5;10381.5;18944.3125;59563.06725000002;832218.3797500001;17.5;66.0;;;0.0;;;14.2;North;22.2;70.0;268.0;198.0;167.6;584.2;Medium-High Production
246;2024-11-18 15:00:00;67275.875;18397.0;13870.6875;17059.875;44740.92025000001;161344.35775000002;;74.0;0.2;0.2;0.0;63.0;Northwest;2.8;;4.1;258.0;330.0;72.0;;520.7;Medium-Low Production
247;2024-09-11 15:00:00;88156.1875;512235.5625;34981.5;5295.25;68059.79774999997;708728.2977499999;25.2;45.0;;;0.0;100.0;Northwest;22.6;Northwest;;545.0;663.0;118.0;785.4;937.1;Low Production
248;2024-08-04 06:00:00;nan;197295.4375;886.125;2440.875;89069.2875;329117.35;15.8;90.0;;;0.0;0.0;South;3.4;South;7.6;2.0;;4.0;27.8;37.4;Medium-Low Production
249;2024-08-19 01:00:00;38096.75;;0.0;2247.5625;81325.52249999998;503420.335;18.9;90.0;;;0.0;0.0;Northwest;4.0;Northwest;1.6;0.0;0.0;0.0;0.0;0.0;High Production
250;2024-07-16 19:00:00;62659.75;186071.5;1130.75;7950.875;76400.68549999998;334213.5605;20.4;77.0;;;0.0;80.0;Northwest;9.7;Northwest;;138.0;202.0;nan;512.3;;Medium-Low Production
251;2024-06-01 04:00:00;41994.3125;849548.625;nan;9680.1875;100749.625;1001972.875;17.5;44.0;;;0.0;0.0;Northwest;21.1;Northwest;39.4;0.0;0.0;nan;0.0;0.0;Medium-High Production
252;2024-10-24 03:00:00;60784.0;417107.125;0.0;16319.5;42117.26449999999;;13.6;90.0;;;0.0;8.0;West;8.0;;;0.0;;0.0;0.0;0.0;Low Production
253;2024-01-05 22:00:00;19455.3125;458898.6875;0.375;43825.8125;88560.375;610740.5625;;92.0;;;0.0;2.0;Southwest;6.5;Southwest;10.0;0.0;0.0;0.0;0.0;0.0;Low Production
254;2024-11-14 09:00:00;62844.125;;8958.5625;17983.3125;55281.95749999999;975173.5825;14.1;;;;0.0;;Southwest;18.7;Southwest;32.0;92.0;;44.0;521.5;246.6;Medium-High Production
255;2024-06-04 20:00:00;44855.25;158247.1875;7.25;20852.4375;99832.375;323794.5;20.0;69.0;;;0.0;100.0;Northwest;3.7;Northwest;5.1;6.0;36.0;30.0;49.5;108.9;Medium-Low Production
256;2024-06-26 05:00:00;36491.5625;158011.8125;66.625;6081.25;;276717.0625;16.1;84.0;;;0.0;100.0;Northwest;1.5;North;1.8;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
257;2024-08-17 21:00:00;38323.0;;0.0;3470.8125;74474.62;695919.8075;22.2;77.0;;;0.0;7.0;Northwest;14.8;Northwest;23.5;0.0;0.0;0.0;0.0;0.0;Low Production
258;2024-04-23 03:00:00;42793.625;730739.375;nan;25185.875;92582.0625;891300.9375;11.9;39.0;;;;0.0;Northeast;17.1;Northeast;33.6;0.0;0.0;0.0;0.0;0.0;Medium-High Production
